Numéro de commande;Date;SKU;Nom;Quantité;
#1783;16-nov.-18;1-0045;Produit 45;1;
#1783;16-nov.-18;1-0074;Produit 74;1;
#1784;16-nov.-18;1-0008;Produit 8;1;
#1784;16-nov.-18;1-0041;Produit 41;1;
#1784;16-nov.-18;1-0014;Produit 14;1;
#1784;16-nov.-18;1-0075;Produit 75;1;
#1786;16-nov.-18;1-0004;Produit 4;3;
#1786;16-nov.-18;1-0012;Produit 12;2;
#1787;16-nov.-18;1-0077;Produit 77;1;
#1787;16-nov.-18;1-0013;Produit 13;1;
#1788;16-nov.-18;1-0051;Produit 51;2;
#1788;16-nov.-18;1-0013;Produit 13;1;
#1788;16-nov.-18;1-0004;Produit 4;1;
#1788;16-nov.-18;1-0030;Produit 30;1;
#1788;16-nov.-18;1-0038;Produit 38;1;
#1788;16-nov.-18;1-0064;Produit 64;1;
#1788;16-nov.-18;1-0040;Produit 40;1;
#1790;16-nov.-18;1-0031;Produit 31;1;
#1790;16-nov.-18;1-0073;Produit 73;1;
#1790;16-nov.-18;1-0100;Produit 100;3;
#1791;17-nov.-18;1-0003;Produit 3;1;
#1791;17-nov.-18;1-0056;Produit 56;2;
#1792;17-nov.-18;1-0056;Produit 56;10;
#1792;17-nov.-18;1-0053;Produit 53;5;
#1793;17-nov.-18;1-0050;Produit 50;2;
#1793;17-nov.-18;1-0044;Produit 44;1;
#1793;17-nov.-18;1-0078;Produit 78;1;
#1793;17-nov.-18;1-0074;Produit 74;1;
#1794;17-nov.-18;1-0011;Produit 11;1;
#1794;17-nov.-18;1-0061;Produit 61;1;
#1794;17-nov.-18;1-0066;Produit 66;1;
#1794;17-nov.-18;1-0050;Produit 50;1;
#1795;17-nov.-18;1-0050;Produit 50;3;
#1795;17-nov.-18;1-0061;Produit 61;3;
#1796;17-nov.-18;1-0003;Produit 3;2;
#1796;17-nov.-18;1-0050;Produit 50;2;
#1797;17-nov.-18;1-0004;Produit 4;2;
#1797;17-nov.-18;1-0055;Produit 55;1;
#1797;17-nov.-18;1-0022;Produit 22;1;
#1797;17-nov.-18;1-0013;Produit 13;2;
#1798;17-nov.-18;1-0080;Produit 80;1;
#1799;17-nov.-18;1-0032;Produit 32;1;
#1799;17-nov.-18;1-0065;Produit 65;1;
#1799;17-nov.-18;1-0064;Produit 64;1;
#1799;17-nov.-18;1-0054;Produit 54;1;
#1800;17-nov.-18;1-0099;Produit 99;1;
#1800;17-nov.-18;1-0097;Produit 97;1;
#1800;17-nov.-18;1-0057;Produit 57;1;
#1800;17-nov.-18;1-0055;Produit 55;3;
#1800;17-nov.-18;1-0050;Produit 50;7;
#1801;17-nov.-18;1-0080;Produit 80;1;
#1801;17-nov.-18;1-0061;Produit 61;1;
#1802;17-nov.-18;1-0099;Produit 99;1;
#1802;17-nov.-18;1-0098;Produit 98;1;
#1802;17-nov.-18;1-0069;Produit 69;1;
#1802;17-nov.-18;1-0051;Produit 51;2;
#1802;17-nov.-18;1-0034;Produit 34;1;
#1802;17-nov.-18;1-0011;Produit 11;2;
#1803;17-nov.-18;1-0004;Produit 4;1;
#1803;17-nov.-18;1-0001;Produit 1;1;
#1803;17-nov.-18;1-0040;Produit 40;1;
#1803;17-nov.-18;1-0050;Produit 50;1;
#1804;17-nov.-18;1-0030;Produit 30;1;
#1804;17-nov.-18;1-0067;Produit 67;1;
#1804;17-nov.-18;1-0066;Produit 66;1;
#1804;17-nov.-18;1-0063;Produit 63;1;
#1804;17-nov.-18;1-0056;Produit 56;1;
#1804;17-nov.-18;1-0050;Produit 50;1;
#1804;17-nov.-18;1-0068;Produit 68;1;
#1804;17-nov.-18;1-0004;Produit 4;1;
#1805;18-nov.-18;1-0014;Produit 14;1;
#1805;18-nov.-18;1-0058;Produit 58;5;
#1805;18-nov.-18;1-0056;Produit 56;5;
#1805;18-nov.-18;1-0050;Produit 50;10;
#1806;18-nov.-18;1-0050;Produit 50;1;
#1806;18-nov.-18;1-0012;Produit 12;1;
#1806;18-nov.-18;1-0013;Produit 13;1;
#1806;18-nov.-18;1-0065;Produit 65;1;
#1806;18-nov.-18;1-0063;Produit 63;1;
#1807;18-nov.-18;1-0065;Produit 65;1;
#1807;18-nov.-18;1-0100;Produit 100;1;
#1808;18-nov.-18;1-0063;Produit 63;1;
#1809;18-nov.-18;1-0064;Produit 64;1;
#1810;18-nov.-18;1-0027;Produit 27;1;
#1810;18-nov.-18;1-0050;Produit 50;2;
#1810;18-nov.-18;1-0081;Produit 81;1;
#1810;18-nov.-18;1-0071;Produit 71;1;
#1811;18-nov.-18;1-0026;Produit 26;1;
#1811;18-nov.-18;1-0015;Produit 15;1;
#1811;18-nov.-18;1-0052;Produit 52;1;
#1811;18-nov.-18;1-0054;Produit 54;1;
#1811;18-nov.-18;1-0053;Produit 53;1;
#1811;18-nov.-18;1-0050;Produit 50;2;
#1812;18-nov.-18;1-0029;Produit 29;1;
#1812;18-nov.-18;1-0064;Produit 64;1;
#1812;18-nov.-18;1-0063;Produit 63;1;
#1813;18-nov.-18;1-0053;Produit 53;3;
#1813;18-nov.-18;1-0040;Produit 40;2;
#1813;18-nov.-18;1-0050;Produit 50;4;
#1814;18-nov.-18;1-0051;Produit 51;1;
#1814;18-nov.-18;1-0078;Produit 78;1;
#1814;18-nov.-18;1-0036;Produit 36;2;
#1814;18-nov.-18;1-0066;Produit 66;1;
#1815;18-nov.-18;1-0015;Produit 15;1;
#1815;18-nov.-18;1-0052;Produit 52;2;
#1815;18-nov.-18;1-0055;Produit 55;5;
#1815;18-nov.-18;1-0080;Produit 80;1;
#1816;18-nov.-18;1-0100;Produit 100;2;
#1816;18-nov.-18;1-0053;Produit 53;2;
#1816;18-nov.-18;1-0052;Produit 52;2;
#1816;18-nov.-18;1-0050;Produit 50;5;
#1817;18-nov.-18;1-0070;Produit 70;1;
#1817;18-nov.-18;1-0015;Produit 15;1;
#1817;18-nov.-18;1-0056;Produit 56;2;
#1819;19-nov.-18;1-0031;Produit 31;1;
#1819;19-nov.-18;1-0034;Produit 34;1;
#1819;19-nov.-18;1-0013;Produit 13;1;
#1819;19-nov.-18;1-0008;Produit 8;2;
#1820;19-nov.-18;1-0040;Produit 40;2;
#1820;19-nov.-18;1-0063;Produit 63;1;
#1820;19-nov.-18;1-0021;Produit 21;10;
#1820;19-nov.-18;1-0018;Produit 18;4;
#1821;19-nov.-18;1-0054;Produit 54;3;
#1821;19-nov.-18;1-0076;Produit 76;2;
#1823;19-nov.-18;1-0052;Produit 52;1;
#1825;19-nov.-18;1-0050;Produit 50;2;
#1826;19-nov.-18;1-0054;Produit 54;1;
#1827;19-nov.-18;1-0064;Produit 64;3;
#1827;19-nov.-18;1-0016;Produit 16;1;
#1827;19-nov.-18;1-0041;Produit 41;1;
#1827;19-nov.-18;1-0061;Produit 61;4;
#1828;19-nov.-18;1-0001;Produit 1;1;
#1828;19-nov.-18;1-0050;Produit 50;9;
#1828;19-nov.-18;1-0015;Produit 15;1;
#1829;19-nov.-18;1-0050;Produit 50;2;
#1829;19-nov.-18;1-0012;Produit 12;1;
#1829;19-nov.-18;1-0026;Produit 26;1;
#1830;19-nov.-18;1-0050;Produit 50;3;
#1830;19-nov.-18;1-0012;Produit 12;1;
#1831;19-nov.-18;1-0074;Produit 74;1;
#1831;19-nov.-18;1-0077;Produit 77;1;
#1831;19-nov.-18;1-0016;Produit 16;1;
#1831;19-nov.-18;1-0052;Produit 52;1;
#1831;19-nov.-18;1-0003;Produit 3;6;
#1833;19-nov.-18;1-0053;Produit 53;2;
#1833;19-nov.-18;1-0093;Produit 93;2;
#1833;19-nov.-18;1-0092;Produit 92;1;
#1833;19-nov.-18;1-0010;Produit 10;1;
#1833;19-nov.-18;1-0012;Produit 12;1;
#1834;19-nov.-18;1-0051;Produit 51;3;
#1834;19-nov.-18;1-0055;Produit 55;4;
#1834;19-nov.-18;1-0032;Produit 32;1;
#1835;19-nov.-18;1-0035;Produit 35;1;
#1835;19-nov.-18;1-0100;Produit 100;1;
#1835;19-nov.-18;1-0062;Produit 62;2;
#1835;19-nov.-18;1-0031;Produit 31;1;
#1835;19-nov.-18;1-0045;Produit 45;1;
#1835;19-nov.-18;1-0041;Produit 41;1;
#1835;19-nov.-18;1-0034;Produit 34;1;
#1835;19-nov.-18;1-0014;Produit 14;1;
#1835;19-nov.-18;1-0063;Produit 63;2;
#1836;20-nov.-18;1-0013;Produit 13;1;
#1836;20-nov.-18;1-0066;Produit 66;1;
#1836;20-nov.-18;1-0004;Produit 4;1;
#1836;20-nov.-18;1-0100;Produit 100;1;
#1836;20-nov.-18;1-0061;Produit 61;1;
#1837;20-nov.-18;1-0052;Produit 52;1;
#1838;20-nov.-18;1-0030;Produit 30;1;
#1839;20-nov.-18;1-0066;Produit 66;1;
#1839;20-nov.-18;1-0011;Produit 11;1;
#1839;20-nov.-18;1-0055;Produit 55;1;
#1839;20-nov.-18;1-0053;Produit 53;2;
#1841;20-nov.-18;1-0004;Produit 4;1;
#1841;20-nov.-18;1-0080;Produit 80;1;
#1841;20-nov.-18;1-0050;Produit 50;3;
#1842;20-nov.-18;1-0044;Produit 44;2;
#1843;20-nov.-18;1-0004;Produit 4;2;
#1843;20-nov.-18;1-0054;Produit 54;1;
#1843;20-nov.-18;1-0050;Produit 50;2;
#1844;20-nov.-18;1-0067;Produit 67;2;
#1844;20-nov.-18;1-0060;Produit 60;1;
#1844;20-nov.-18;1-0061;Produit 61;2;
#1844;20-nov.-18;1-0071;Produit 71;1;
#1844;20-nov.-18;1-0066;Produit 66;1;
#1844;20-nov.-18;1-0072;Produit 72;2;
#1844;20-nov.-18;1-0053;Produit 53;4;
#1845;20-nov.-18;1-0055;Produit 55;1;
#1845;20-nov.-18;1-0098;Produit 98;1;
#1845;20-nov.-18;1-0043;Produit 43;1;
#1845;20-nov.-18;1-0034;Produit 34;1;
#1845;20-nov.-18;1-0011;Produit 11;1;
#1845;20-nov.-18;1-0067;Produit 67;1;
#1845;20-nov.-18;1-0066;Produit 66;1;
#1845;20-nov.-18;1-0100;Produit 100;1;
#1846;21-nov.-18;1-0063;Produit 63;1;
#1846;21-nov.-18;1-0056;Produit 56;1;
#1847;21-nov.-18;1-0011;Produit 11;1;
#1847;21-nov.-18;1-0055;Produit 55;4;
#1848;21-nov.-18;1-0044;Produit 44;2;
#1849;21-nov.-18;1-0050;Produit 50;1;
#1849;21-nov.-18;1-0054;Produit 54;2;
#1849;21-nov.-18;1-0055;Produit 55;2;
#1850;21-nov.-18;1-0015;Produit 15;1;
#1850;21-nov.-18;1-0023;Produit 23;2;
#1850;21-nov.-18;1-0024;Produit 24;1;
#1850;21-nov.-18;1-0056;Produit 56;2;
#1850;21-nov.-18;1-0080;Produit 80;1;
#1851;21-nov.-18;1-0010;Produit 10;2;
#1852;22-nov.-18;1-0051;Produit 51;2;
#1852;22-nov.-18;1-0056;Produit 56;3;
#1852;22-nov.-18;1-0098;Produit 98;1;
#1852;22-nov.-18;1-0039;Produit 39;2;
#1852;22-nov.-18;1-0040;Produit 40;1;
#1852;22-nov.-18;1-0073;Produit 73;2;
#1853;22-nov.-18;1-0072;Produit 72;1;
#1853;22-nov.-18;1-0050;Produit 50;5;
#1854;22-nov.-18;1-0059;Produit 59;1;
#1854;22-nov.-18;1-0066;Produit 66;1;
#1854;22-nov.-18;1-0004;Produit 4;1;
#1854;22-nov.-18;1-0080;Produit 80;1;
#1854;22-nov.-18;1-0091;Produit 91;1;
#1854;22-nov.-18;1-0056;Produit 56;2;
#1854;22-nov.-18;1-0054;Produit 54;1;
#1854;22-nov.-18;1-0050;Produit 50;2;
#1854;22-nov.-18;1-0100;Produit 100;1;
#1855;22-nov.-18;1-0068;Produit 68;2;
#1856;22-nov.-18;1-0050;Produit 50;2;
#1856;22-nov.-18;1-0060;Produit 60;1;
#1856;22-nov.-18;1-0013;Produit 13;1;
#1856;22-nov.-18;1-0066;Produit 66;1;
#1856;22-nov.-18;1-0071;Produit 71;1;
#1859;22-nov.-18;1-0051;Produit 51;1;
#1859;22-nov.-18;1-0078;Produit 78;1;
#1859;22-nov.-18;1-0036;Produit 36;2;
#1859;22-nov.-18;1-0066;Produit 66;1;
#1861;22-nov.-18;1-0096;Produit 96;1;
#1861;22-nov.-18;1-0061;Produit 61;1;
#1862;23-nov.-18;1-0080;Produit 80;1;
#1864;23-nov.-18;1-0096;Produit 96;2;
#1864;23-nov.-18;1-0053;Produit 53;1;
#1864;23-nov.-18;1-0060;Produit 60;1;
#1864;23-nov.-18;1-0029;Produit 29;1;
#1864;23-nov.-18;1-0064;Produit 64;1;
#1864;23-nov.-18;1-0066;Produit 66;1;
#1864;23-nov.-18;1-0061;Produit 61;2;
#1865;23-nov.-18;1-0013;Produit 13;2;
#1865;23-nov.-18;1-0043;Produit 43;1;
#1865;23-nov.-18;1-0051;Produit 51;1;
#1865;23-nov.-18;1-0055;Produit 55;1;
#1865;23-nov.-18;1-0054;Produit 54;1;
#1866;23-nov.-18;1-0004;Produit 4;1;
#1866;23-nov.-18;1-0064;Produit 64;1;
#1866;23-nov.-18;1-0061;Produit 61;2;
#1867;23-nov.-18;1-0051;Produit 51;10;
#1867;23-nov.-18;1-0055;Produit 55;2;
#1867;23-nov.-18;1-0050;Produit 50;5;
#1867;23-nov.-18;1-0014;Produit 14;1;
#1868;23-nov.-18;1-0060;Produit 60;1;
#1868;23-nov.-18;1-0054;Produit 54;1;
#1868;23-nov.-18;1-0058;Produit 58;2;
#1868;23-nov.-18;1-0003;Produit 3;2;
#1869;23-nov.-18;1-0096;Produit 96;1;
#1869;23-nov.-18;1-0028;Produit 28;1;
#1869;23-nov.-18;1-0030;Produit 30;1;
#1869;23-nov.-18;1-0061;Produit 61;1;
#1869;23-nov.-18;1-0055;Produit 55;2;
#1870;23-nov.-18;1-0040;Produit 40;1;
#1870;23-nov.-18;1-0067;Produit 67;2;
#1870;23-nov.-18;1-0051;Produit 51;1;
#1870;23-nov.-18;1-0055;Produit 55;1;
#1870;23-nov.-18;1-0057;Produit 57;3;
#1870;23-nov.-18;1-0058;Produit 58;2;
#1871;23-nov.-18;1-0055;Produit 55;2;
#1871;23-nov.-18;1-0050;Produit 50;5;
#1871;23-nov.-18;1-0064;Produit 64;1;
#1872;23-nov.-18;1-0058;Produit 58;2;
#1872;23-nov.-18;1-0053;Produit 53;1;
#1872;23-nov.-18;1-0072;Produit 72;1;
#1873;23-nov.-18;1-0047;Produit 47;1;
#1873;23-nov.-18;1-0061;Produit 61;4;
#1874;24-nov.-18;1-0022;Produit 22;1;
#1874;24-nov.-18;1-0055;Produit 55;2;
#1874;24-nov.-18;1-0050;Produit 50;2;
#1874;24-nov.-18;1-0040;Produit 40;1;
#1875;24-nov.-18;1-0008;Produit 8;1;
#1875;24-nov.-18;1-0034;Produit 34;1;
#1875;24-nov.-18;1-0033;Produit 33;1;
#1875;24-nov.-18;1-0061;Produit 61;2;
#1877;24-nov.-18;1-0053;Produit 53;1;
#1877;24-nov.-18;1-0055;Produit 55;1;
#1878;24-nov.-18;1-0003;Produit 3;1;
#1878;24-nov.-18;1-0074;Produit 74;1;
#1878;24-nov.-18;1-0056;Produit 56;1;
#1878;24-nov.-18;1-0053;Produit 53;2;
#1879;24-nov.-18;1-0058;Produit 58;1;
#1879;24-nov.-18;1-0050;Produit 50;1;
#1880;24-nov.-18;1-0002;Produit 2;1;
#1880;24-nov.-18;1-0008;Produit 8;1;
#1880;24-nov.-18;1-0005;Produit 5;1;
#1881;24-nov.-18;1-0013;Produit 13;2;
#1882;24-nov.-18;1-0012;Produit 12;1;
#1882;24-nov.-18;1-0010;Produit 10;1;
#1882;24-nov.-18;1-0080;Produit 80;2;
#1882;24-nov.-18;1-0056;Produit 56;7;
#1882;24-nov.-18;1-0055;Produit 55;3;
#1882;24-nov.-18;1-0053;Produit 53;3;
#1882;24-nov.-18;1-0050;Produit 50;3;
#1882;24-nov.-18;1-0014;Produit 14;1;
#1882;24-nov.-18;1-0067;Produit 67;1;
#1882;24-nov.-18;1-0066;Produit 66;1;
#1883;24-nov.-18;1-0004;Produit 4;2;
#1884;25-nov.-18;1-0057;Produit 57;1;
#1884;25-nov.-18;1-0080;Produit 80;1;
#1885;25-nov.-18;1-0055;Produit 55;2;
#1885;25-nov.-18;1-0053;Produit 53;3;
#1886;25-nov.-18;1-0039;Produit 39;1;
#1887;25-nov.-18;1-0055;Produit 55;2;
#1887;25-nov.-18;1-0096;Produit 96;3;
#1887;25-nov.-18;1-0030;Produit 30;1;
#1888;25-nov.-18;1-0012;Produit 12;1;
#1888;25-nov.-18;1-0061;Produit 61;1;
#1888;25-nov.-18;1-0092;Produit 92;1;
#1888;25-nov.-18;1-0080;Produit 80;2;
#1889;25-nov.-18;1-0039;Produit 39;3;
#1889;25-nov.-18;1-0052;Produit 52;1;
#1889;25-nov.-18;1-0056;Produit 56;2;
#1889;25-nov.-18;1-0054;Produit 54;1;
#1889;25-nov.-18;1-0050;Produit 50;1;
#1890;25-nov.-18;1-0058;Produit 58;1;
#1890;25-nov.-18;1-0008;Produit 8;1;
#1891;25-nov.-18;1-0046;Produit 46;2;
#1892;25-nov.-18;1-0050;Produit 50;3;
#1893;25-nov.-18;1-0060;Produit 60;1;
#1893;25-nov.-18;1-0067;Produit 67;1;
#1893;25-nov.-18;1-0061;Produit 61;2;
#1894;25-nov.-18;1-0032;Produit 32;1;
#1894;25-nov.-18;1-0004;Produit 4;1;
#1894;25-nov.-18;1-0096;Produit 96;4;
#1894;25-nov.-18;1-0053;Produit 53;1;
#1895;25-nov.-18;1-0005;Produit 5;1;
#1895;25-nov.-18;1-0032;Produit 32;1;
#1895;25-nov.-18;1-0007;Produit 7;1;
#1895;25-nov.-18;1-0050;Produit 50;2;
#1896;25-nov.-18;1-0056;Produit 56;10;
#1896;25-nov.-18;1-0052;Produit 52;8;
#1897;25-nov.-18;1-0021;Produit 21;2;
#1897;25-nov.-18;1-0020;Produit 20;2;
#1897;25-nov.-18;1-0004;Produit 4;4;
#1897;25-nov.-18;1-0003;Produit 3;2;
#1898;25-nov.-18;1-0010;Produit 10;1;
#1898;25-nov.-18;1-0056;Produit 56;1;
#1898;25-nov.-18;1-0061;Produit 61;2;
#1898;25-nov.-18;1-0059;Produit 59;2;
#1898;25-nov.-18;1-0064;Produit 64;2;
#1898;25-nov.-18;1-0063;Produit 63;1;
#1899;25-nov.-18;1-0047;Produit 47;1;
#1900;25-nov.-18;1-0050;Produit 50;1;
#1900;25-nov.-18;1-0054;Produit 54;1;
#1900;25-nov.-18;1-0058;Produit 58;1;
#1900;25-nov.-18;1-0100;Produit 100;4;
#1900;25-nov.-18;1-0001;Produit 1;1;
#1900;25-nov.-18;1-0003;Produit 3;1;
#1901;26-nov.-18;1-0040;Produit 40;1;
#1901;26-nov.-18;1-0050;Produit 50;1;
#1902;26-nov.-18;1-0003;Produit 3;1;
#1902;26-nov.-18;1-0050;Produit 50;10;
#1903;26-nov.-18;1-0055;Produit 55;4;
#1904;26-nov.-18;1-0053;Produit 53;3;
#1904;26-nov.-18;1-0055;Produit 55;10;
#1904;26-nov.-18;1-0050;Produit 50;2;
#1905;26-nov.-18;1-0052;Produit 52;5;
#1905;26-nov.-18;1-0054;Produit 54;10;
#1906;26-nov.-18;1-0100;Produit 100;1;
#1906;26-nov.-18;1-0004;Produit 4;1;
#1907;26-nov.-18;1-0038;Produit 38;1;
#1907;26-nov.-18;1-0004;Produit 4;1;
#1907;26-nov.-18;1-0054;Produit 54;1;
#1907;26-nov.-18;1-0050;Produit 50;1;
#1909;26-nov.-18;1-0024;Produit 24;1;
#1909;26-nov.-18;1-0017;Produit 17;1;
#1910;26-nov.-18;1-0001;Produit 1;1;
#1910;26-nov.-18;1-0003;Produit 3;1;
#1910;26-nov.-18;1-0063;Produit 63;2;
#1910;26-nov.-18;1-0011;Produit 11;2;
#1911;26-nov.-18;1-0050;Produit 50;4;
#1912;26-nov.-18;1-0014;Produit 14;1;
#1913;26-nov.-18;1-0007;Produit 7;1;
#1913;26-nov.-18;1-0050;Produit 50;2;
#1914;26-nov.-18;1-0048;Produit 48;1;
#1914;26-nov.-18;1-0062;Produit 62;1;
#1914;26-nov.-18;1-0063;Produit 63;1;
#1914;26-nov.-18;1-0061;Produit 61;1;
#1914;26-nov.-18;1-0066;Produit 66;1;
#1915;26-nov.-18;1-0021;Produit 21;2;
#1915;26-nov.-18;1-0014;Produit 14;1;
#1915;26-nov.-18;1-0070;Produit 70;1;
#1915;26-nov.-18;1-0050;Produit 50;3;
#1917;27-nov.-18;1-0029;Produit 29;1;
#1917;27-nov.-18;1-0023;Produit 23;1;
#1917;27-nov.-18;1-0060;Produit 60;1;
#1917;27-nov.-18;1-0066;Produit 66;1;
#1919;27-nov.-18;1-0014;Produit 14;1;
#1919;27-nov.-18;1-0055;Produit 55;3;
#1921;27-nov.-18;1-0010;Produit 10;1;
#1921;27-nov.-18;1-0058;Produit 58;4;
#1921;27-nov.-18;1-0053;Produit 53;1;
#1921;27-nov.-18;1-0050;Produit 50;3;
#1921;27-nov.-18;1-0055;Produit 55;3;
#1923;27-nov.-18;1-0050;Produit 50;10;
#1924;27-nov.-18;1-0027;Produit 27;1;
#1924;27-nov.-18;1-0042;Produit 42;1;
#1924;27-nov.-18;1-0040;Produit 40;4;
#1924;27-nov.-18;1-0077;Produit 77;1;
#1924;27-nov.-18;1-0048;Produit 48;1;
#1924;27-nov.-18;1-0028;Produit 28;1;
#1924;27-nov.-18;1-0052;Produit 52;1;
#1924;27-nov.-18;1-0050;Produit 50;10;
#1925;27-nov.-18;1-0040;Produit 40;1;
#1925;27-nov.-18;1-0004;Produit 4;1;
#1926;27-nov.-18;1-0086;Produit 86;1;
#1926;27-nov.-18;1-0054;Produit 54;4;
#1926;27-nov.-18;1-0028;Produit 28;1;
#1927;27-nov.-18;1-0052;Produit 52;1;
#1927;27-nov.-18;1-0057;Produit 57;1;
#1929;27-nov.-18;1-0003;Produit 3;1;
#1930;27-nov.-18;1-0011;Produit 11;2;
#1931;27-nov.-18;1-0010;Produit 10;1;
#1931;27-nov.-18;1-0054;Produit 54;1;
#1932;27-nov.-18;1-0096;Produit 96;1;
#1932;27-nov.-18;1-0011;Produit 11;2;
#1933;27-nov.-18;1-0050;Produit 50;2;
#1934;27-nov.-18;1-0050;Produit 50;4;
#1934;27-nov.-18;1-0004;Produit 4;1;
#1935;27-nov.-18;1-0008;Produit 8;1;
#1935;27-nov.-18;1-0058;Produit 58;2;
#1935;27-nov.-18;1-0014;Produit 14;1;
#1935;27-nov.-18;1-0033;Produit 33;1;
#1936;27-nov.-18;1-0033;Produit 33;1;
#1936;27-nov.-18;1-0031;Produit 31;1;
#1936;27-nov.-18;1-0065;Produit 65;2;
#1936;27-nov.-18;1-0063;Produit 63;2;
#1936;27-nov.-18;1-0056;Produit 56;1;
#1936;27-nov.-18;1-0054;Produit 54;4;
#1936;27-nov.-18;1-0055;Produit 55;12;
#1936;27-nov.-18;1-0050;Produit 50;6;
#1936;27-nov.-18;1-0043;Produit 43;3;
#1937;28-nov.-18;1-0050;Produit 50;1;
#1937;28-nov.-18;1-0012;Produit 12;1;
#1939;28-nov.-18;1-0058;Produit 58;2;
#1939;28-nov.-18;1-0052;Produit 52;1;
#1940;28-nov.-18;1-0038;Produit 38;1;
#1940;28-nov.-18;1-0055;Produit 55;2;
#1941;28-nov.-18;1-0098;Produit 98;1;
#1941;28-nov.-18;1-0033;Produit 33;1;
#1941;28-nov.-18;1-0022;Produit 22;1;
#1942;28-nov.-18;1-0039;Produit 39;1;
#1942;28-nov.-18;1-0077;Produit 77;1;
#1943;28-nov.-18;1-0096;Produit 96;1;
#1944;28-nov.-18;1-0064;Produit 64;1;
#1944;28-nov.-18;1-0022;Produit 22;1;
#1944;28-nov.-18;1-0096;Produit 96;1;
#1946;28-nov.-18;1-0050;Produit 50;4;
#1946;28-nov.-18;1-0054;Produit 54;3;
#1946;28-nov.-18;1-0055;Produit 55;3;
#1946;28-nov.-18;1-0056;Produit 56;3;
#1946;28-nov.-18;1-0057;Produit 57;1;
#1946;28-nov.-18;1-0012;Produit 12;1;
#1946;28-nov.-18;1-0003;Produit 3;2;
#1946;28-nov.-18;1-0063;Produit 63;1;
#1947;28-nov.-18;1-0003;Produit 3;2;
#1947;28-nov.-18;1-0050;Produit 50;2;
#1947;28-nov.-18;1-0058;Produit 58;1;
#1948;28-nov.-18;1-0063;Produit 63;1;
#1949;28-nov.-18;1-0054;Produit 54;1;
#1950;28-nov.-18;1-0003;Produit 3;2;
#1950;28-nov.-18;1-0012;Produit 12;5;
#1951;28-nov.-18;1-0040;Produit 40;1;
#1951;28-nov.-18;1-0061;Produit 61;3;
#1951;28-nov.-18;1-0054;Produit 54;3;
#1951;28-nov.-18;1-0066;Produit 66;1;
#1952;29-nov.-18;1-0080;Produit 80;1;
#1953;29-nov.-18;1-0058;Produit 58;5;
#1955;29-nov.-18;1-0054;Produit 54;4;
#1956;29-nov.-18;1-0038;Produit 38;1;
#1956;29-nov.-18;1-0032;Produit 32;1;
#1956;29-nov.-18;1-0004;Produit 4;1;
#1956;29-nov.-18;1-0011;Produit 11;1;
#1956;29-nov.-18;1-0100;Produit 100;1;
#1956;29-nov.-18;1-0065;Produit 65;1;
#1956;29-nov.-18;1-0063;Produit 63;1;
#1957;29-nov.-18;1-0013;Produit 13;2;
#1957;29-nov.-18;1-0012;Produit 12;1;
#1957;29-nov.-18;1-0027;Produit 27;1;
#1957;29-nov.-18;1-0008;Produit 8;1;
#1957;29-nov.-18;1-0080;Produit 80;1;
#1957;29-nov.-18;1-0055;Produit 55;2;
#1957;29-nov.-18;1-0053;Produit 53;1;
#1957;29-nov.-18;1-0003;Produit 3;1;
#1957;29-nov.-18;1-0039;Produit 39;2;
#1958;29-nov.-18;1-0004;Produit 4;2;
#1959;29-nov.-18;1-0083;Produit 83;1;
#1959;29-nov.-18;1-0054;Produit 54;4;
#1959;29-nov.-18;1-0045;Produit 45;3;
#1959;29-nov.-18;1-0020;Produit 20;3;
#1960;29-nov.-18;1-0055;Produit 55;4;
#1960;29-nov.-18;1-0050;Produit 50;4;
#1962;29-nov.-18;1-0012;Produit 12;1;
#1962;29-nov.-18;1-0022;Produit 22;1;
#1963;29-nov.-18;1-0056;Produit 56;3;
#1963;29-nov.-18;1-0001;Produit 1;1;
#1963;29-nov.-18;1-0064;Produit 64;2;
#1963;29-nov.-18;1-0063;Produit 63;2;
#1963;29-nov.-18;1-0061;Produit 61;2;
#1965;29-nov.-18;1-0046;Produit 46;1;
#1965;29-nov.-18;1-0039;Produit 39;3;
#1965;29-nov.-18;1-0040;Produit 40;1;
#1965;29-nov.-18;1-0093;Produit 93;1;
#1965;29-nov.-18;1-0056;Produit 56;1;
#1965;29-nov.-18;1-0050;Produit 50;1;
#1965;29-nov.-18;1-0058;Produit 58;1;
#1968;29-nov.-18;1-0033;Produit 33;1;
#1968;29-nov.-18;1-0032;Produit 32;1;
#1969;30-nov.-18;1-0066;Produit 66;1;
#1969;30-nov.-18;1-0070;Produit 70;1;
#1969;30-nov.-18;1-0051;Produit 51;2;
#1969;30-nov.-18;1-0056;Produit 56;2;
#1969;30-nov.-18;1-0055;Produit 55;1;
#1969;30-nov.-18;1-0013;Produit 13;1;
#1970;30-nov.-18;1-0008;Produit 8;1;
#1970;30-nov.-18;1-0050;Produit 50;2;
#1970;30-nov.-18;1-0054;Produit 54;2;
#1970;30-nov.-18;1-0055;Produit 55;2;
#1971;30-nov.-18;1-0099;Produit 99;1;
#1971;30-nov.-18;1-0055;Produit 55;1;
#1972;30-nov.-18;1-0058;Produit 58;2;
#1972;30-nov.-18;1-0056;Produit 56;2;
#1973;30-nov.-18;1-0055;Produit 55;1;
